WKT;ID_NOM;NOM;cd_nom;ESPECE;Sensibilit;2012;2013;2014;2015;2016;2017;2018;2019;1974;1977;1992;1994;2004;2005;2006;2007;2009;2010;2011;2020;2021;2022;2023;2024;2025
"MULTIPOLYGON (((4.43777528680727 44.3879742571047,4.43778038650981 44.3879815457982,4.43788809245166 44.3881002407383,4.43820366181985 44.3884480202912,4.43968257555368 44.3891003494806,4.44036593569277 44.389442910501,4.44153376757222 44.3897089405487,4.44304327952122 44.3901936223218,4.44345635542618 44.3902956600784,4.44399692389441 44.390539821131,4.4444660965272 44.3906491466452,4.44483837481192 44.390765760302,4.44529224833713 44.3909261037008,4.44601130639393 44.3912905188824,4.44846936301328 44.3874859125756,4.44833167104496 44.3875041344595,4.4480511874058 44.3874786238204,4.44798999097543 44.3873802255368,4.44799509067795 44.3872563163518,4.44782170079191 44.3871506288985,4.44767380941853 44.3869720531127,4.44759731388055 44.3867388104496,4.44729133172872 44.3865493001015,4.44627139122261 44.3858204084293,4.44584301621004 44.3854413811728,4.44506276172288 44.3850259061685,4.44475677957106 44.3850003944493,4.44446609652684 44.3850732850461,4.44376233757766 44.3851388865055,4.44348695364102 44.3850732850461,4.44318097148919 44.3848874138451,4.44244151462227 44.3845411816031,4.44193664407176 44.3843407304218,4.44150316935668 44.3842313931245,4.44071271546448 44.3841694352321,4.4404475309329 44.3840382300669,4.43995795948996 44.3837102158675,4.43926439994582 44.3833676212969,4.43881562612313 44.3829958674734,4.4385300427814 44.3825949538417,4.43835665289533 44.381917039091,4.43794867669285 44.3810422987814,4.43766309335116 44.3811370629461,4.43650036117427 44.3814505125524,4.43554161709859 44.3817931183419,4.43448087897231 44.3822523527447,4.43373632240292 44.3826532687226,4.4338077182384 44.3835498527012,4.43416469741555 44.3840017841357,4.43464406945343 44.3844901577315,4.43517443851663 44.3851243084101,4.43525603375713 44.3854814707107,4.43564361114946 44.3858386308321,4.43607198616201 44.3859552540732,4.43670434927582 44.3867643214115,4.43737751000988 44.387566088823,4.43777528680727 44.3879742571047)))";31;la Plaine du Tay;2856;Vautour percnoptere;1er mars - 30 septembre;non;non;non;non;non;non;oui;oui;non;non;non;non;non;non;non;non;non;non;non;oui;oui;oui;oui;oui;oui
"MULTIPOLYGON (((4.48030344391137 44.3399182279577,4.48132410661269 44.3386947968067,4.48451119421562 44.3324363611288,4.48399837811571 44.3322980098419,4.48233037472976 44.3321031176781,4.48104615710034 44.3320473133554,4.47967205690601 44.3321326844304,4.47852343938927 44.3323143784592,4.47772296748573 44.3324892538869,4.47678656705216 44.3328143072688,4.4759608158325 44.3331821687555,4.47527565008581 44.3338024731467,4.47495419564832 44.3342012365125,4.47446165310481 44.3349952664434,4.47350210233317 44.3363651287701,4.46667002777105 44.3357555217956,4.46572072079797 44.3356622723169,4.46610534987993 44.3372266049899,4.46653511656699 44.3378745011862,4.46653986797148 44.3384672603684,4.46607376433489 44.3396895195572,4.46593481918715 44.3404590008544,4.46653953522576 44.3417277916573,4.46714545875227 44.3430421660003,4.46753627780708 44.3438197854646,4.46808045013132 44.3447929659947,4.46869316543265 44.3457538291044,4.4704854043353 44.3456386863624,4.47081411361382 44.3456532934361,4.47108107276375 44.3457371280957,4.47140863258039 44.3459113555978,4.47172284368315 44.3459793561549,4.47208341700711 44.3459973334055,4.47249430088474 44.3461172405928,4.47273844907899 44.3463419826812,4.47289052908599 44.3464881533463,4.47311064038455 44.346603011664,4.47344310157469 44.3465322103713,4.47370247950083 44.3464034582887,4.47416888153706 44.3463646282146,4.47452930536278 44.3465802081566,4.47485039762265 44.3468685379318,4.47518902932195 44.3467846244832,4.47534006219246 44.3465997410035,4.47551867122598 44.346137525656,4.47580533012535 44.3453508467078,4.47593554625275 44.3450640875598,4.47613715275708 44.3448751747665,4.47655970785754 44.344630094257,4.47677035976575 44.3441788475412,4.47696393912725 44.3436822277003,4.47686765584657 44.3432389011219,4.47694530889128 44.3428243484006,4.47717595056482 44.3424709296007,4.47749773078725 44.3421422590582,4.47767451703329 44.3420956186832,4.47818852107675 44.341965816436,4.47840198311397 44.3417666318668,4.47888496222194 44.3411009577473,4.47933021583778 44.3402036887065,4.47955455393079 44.3400752665819,4.47982203083362 44.3399766650044,4.48028447625162 44.3399054841132,4.48030344391137 44.3399182279577)))";21;Gournier;2856;Vautour percnoptere;1er mars - 30 septembre;non;non;non;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non;non;non;;;;non;
"MULTIPOLYGON (((4.4682513387533 44.347862165454,4.46846219380308 44.3474669846269,4.46851678433802 44.3473256500101,4.46845862610462 44.3471250176189,4.46829153764714 44.3468080339291,4.46818965130588 44.3465547827504,4.46805981998552 44.3462449019867,4.46811753856937 44.3460199223903,4.4683464313133 44.3458610613593,4.46869316543265 44.3457538291044,4.46808045013132 44.3447929659947,4.46753627780708 44.3438197854646,4.46714545875227 44.3430421660003,4.46653953522576 44.3417277916573,4.46593481918715 44.3404590008544,4.46607376433489 44.3396895195572,4.46653986797148 44.3384672603684,4.46638733170616 44.3380011902205,4.46521972454402 44.3378293444293,4.46409108727864 44.337634252169,4.46349990470706 44.3380282828517,4.46304406362934 44.3384545838094,4.46280002920596 44.3388099200583,4.46233465486546 44.3391738770604,4.46099841750198 44.3398276663759,4.46056819287476 44.3397141223519,4.46004743612407 44.3397721448441,4.45940096288283 44.3404792258652,4.45759719252265 44.3414174399688,4.45735281915587 44.3417614107233,4.45733867302057 44.3427497251076,4.4578085737481 44.3453273974338,4.45769966069291 44.3470921395033,4.45686327381858 44.3488044222663,4.45585014944699 44.3498040700379,4.45571978065165 44.3501727673065,4.45567586574624 44.3506406648125,4.45591160342119 44.3512625461113,4.45612619615912 44.351838835375,4.45640410891754 44.35316830113,4.45737501804421 44.3540817921874,4.46192497946752 44.3531288758695,4.46415731712793 44.3534336101662,4.46529345504016 44.3532826309537,4.46529345892017 44.3532826309672,4.46519883392847 44.353105282975,4.46519197599266 44.3530854562591,4.4651530390197 44.3529728867985,4.46521243505901 44.3526072796628,4.46527869689652 44.3523023838174,4.46525711468077 44.3520822614441,4.46518857081127 44.3518893655964,4.46459948233384 44.350652545266,4.46465386977504 44.3504638215411,4.46478278870537 44.3503290996577,4.46501347647046 44.3502386246608,4.46563456116008 44.3500897474689,4.46610328999708 44.3499884988626,4.46632141935943 44.34982218512,4.46634435067236 44.3496850735879,4.46632002754455 44.3495637924572,4.46592450892267 44.3492194474867,4.46577655425961 44.3490276102337,4.46575457822043 44.3487922928832,4.46582358474981 44.3485937651411,4.46595700434603 44.34842858065,4.46617719267511 44.3483420432159,4.46636130515367 44.3482939877497,4.46654553041504 44.3483046491954,4.46701562258967 44.3484068709114,4.4675839778425 44.3484823555314,4.46792337837048 44.3483368115978,4.46799813891795 44.3482510670501,4.46813038565142 44.3480993895555,4.4681954830462 44.3479717149503,4.4682513387533 44.347862165454)))";35;Rapide du Gue de Guitard;2856;Vautour percnoptere;1er mars - 30 septembre;non;oui;non;oui;non;non;non;non;non;non;non;non;non;non;non;non;non;non;oui;non;;;;non;
"MULTIPOLYGON (((4.4938222320925 44.3411320509385,4.49693447736633 44.3372161335838,4.4969288060415 44.3366005832889,4.4965388374011 44.3358686565622,4.49564112898873 44.3347560165727,4.49469296959623 44.3341380769343,4.49320227923928 44.3338567759745,4.49295556833975 44.3339049282233,4.49054385712445 44.3341916736212,4.48954646436925 44.3341654088657,4.4878817266175 44.3336637852281,4.48564582139355 44.3327424582582,4.48507206643301 44.3325429922037,4.48452732491305 44.33241936241,4.48400142332887 44.3322919194592,4.48233037472976 44.3321031176781,4.48104615710034 44.3320473133554,4.47967205690601 44.3321326844304,4.47852575724998 44.3323084813979,4.47772544048156 44.3324828438885,4.47678656705216 44.3328143072688,4.4759608158325 44.3331821687555,4.47495738730567 44.3341951696953,4.47955540978259 44.3380801722794,4.48030344391137 44.3399182279577,4.48065166815867 44.3400130041608,4.48070268281568 44.3401415230082,4.48038621070554 44.3405942010138,4.48025642434157 44.3408961601278,4.48041701200952 44.3415704281929,4.48065725137937 44.3422271530905,4.48084800460469 44.3426628752459,4.48169107887673 44.3433127532071,4.48263706302168 44.3438472333293,4.48294098716708 44.3439267409484,4.48316761900164 44.3438856843016,4.48340694869906 44.3437228505511,4.48372818916661 44.3434525069116,4.48406950629804 44.3431400896508,4.48432530800062 44.3429998327009,4.48462542901814 44.3429410177205,4.48510646252425 44.3429018870276,4.48555531741229 44.3428540252897,4.48596671834602 44.3427914669103,4.48635336622772 44.3426188287906,4.48662523013343 44.3424595562366,4.48683887397658 44.3423274633572,4.48719464275974 44.3421630475663,4.48757986878454 44.3421122374204,4.48793692473834 44.3421986130584,4.48890611976639 44.3428087290848,4.4900100592081 44.3435312339519,4.49277331081921 44.3450782343816,4.49425161201335 44.3457117983885,4.49465464128764 44.3457329253214,4.49499821740171 44.3455078467197,4.49501265744115 44.3450516285647,4.4948577179957 44.344345595058,4.4947816111313 44.3437209042902,4.49451307185712 44.3429759172094,4.49427102326567 44.3424319794089,4.49389335330943 44.3419658864556,4.49369678082748 44.3417405449665,4.49355211765185 44.3414765072962,4.49360536290359 44.3412857651375,4.4938222320925 44.3411320509385)))";21;Grotte de la Madeleine;2856;Vautour percnoptere;1er mars - 30 septembre;non;non;non;oui;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;;;;non;
"MULTIPOLYGON (((4.49320227923928 44.3338567759745,4.49054649268632 44.3341854116102,4.48954899327305 44.3341596886275,4.48870238697631 44.3339485580095,4.48788436518892 44.3336585448132,4.48608859186957 44.3361319329135,4.48387920985322 44.3395134982364,4.48343130790211 44.3402035680368,4.48265913348848 44.3414528307429,4.48252900823966 44.3421462144156,4.48298256041145 44.3428849343955,4.48294098716708 44.3439267409484,4.48319267742938 44.343868637909,4.48319267742938 44.343868637909,4.48372818916661 44.3434525069116,4.48406950629804 44.3431400896508,4.48432530800062 44.3429998327009,4.48462542901814 44.3429410177205,4.48510646252425 44.3429018870276,4.48555531741229 44.3428540252897,4.48596671834602 44.3427914669103,4.48635336622772 44.3426188287906,4.48683887397658 44.3423274633572,4.48719464275974 44.3421630475663,4.48757986878454 44.3421122374204,4.48793692473834 44.3421986130584,4.4900100592081 44.3435312339519,4.49215393833738 44.3447314911636,4.49277331081921 44.3450782343816,4.49425161201335 44.3457117983885,4.49465464128764 44.3457329253214,4.49499821740171 44.3455078467197,4.49501265744115 44.3450516285647,4.4948577179957 44.344345595058,4.4947816111313 44.3437209042902,4.49451307185712 44.3429759172094,4.49355211765185 44.3414765072962,4.49360536290359 44.3412857651375,4.4938222320925 44.3411320509385,4.49423106677248 44.3411176612507,4.49519590027153 44.341560573702,4.49584542730104 44.3418937601876,4.49722197935386 44.3430872925727,4.49814307460039 44.3438765922213,4.49923014299675 44.3449334364596,4.49978599989786 44.3426282497082,4.49954518506838 44.3354057716489,4.49855430920835 44.3333861389996,4.49556408405639 44.3334559264281,4.49469845153914 44.3335647441838,4.49320227923928 44.3338567759745)))";21;Combe des pins;2856;Vautour percnoptere;1er mars - 30 septembre;non;non;oui;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;;;;non;
"MULTIPOLYGON (((4.4059153585012 44.3862644982662,4.40560395895849 44.3858884565488,4.40491609303962 44.3850763983427,4.40462897205846 44.3841832209942,4.40440750208606 44.3833728096888,4.40304313003154 44.3826301716692,4.40211997975999 44.3825849298434,4.40184000304437 44.3824060871476,4.40170496726598 44.382088592536,4.40151294795809 44.3820378348178,4.40077489761894 44.3821916341007,4.40024140846232 44.3820464140259,4.39986402298339 44.3817852017211,4.39965784334006 44.3815902146572,4.39860318627546 44.3822268445645,4.3974794987016 44.382643931033,4.39696644641653 44.3833268712592,4.39678627996751 44.3839713849249,4.39677023955189 44.3846100162073,4.396954945284 44.385223299776,4.39714931287502 44.3857984589697,4.39714931287502 44.3857984589697,4.39738400330239 44.386289502537,4.39762507167182 44.3861800379582,4.39808559532779 44.3861589904649,4.39839689580706 44.3863184444142,4.39860510148694 44.3863804027165,4.39885048546763 44.3864456884596,4.39898302214247 44.3864478046732,4.39912408890979 44.3863662085679,4.39920083183549 44.3862550283725,4.39949600022466 44.3861904741751,4.39973210389769 44.3863090783105,4.4000996178989 44.3863842090869,4.40058625489961 44.3863476183839,4.40085734363016 44.3865949809847,4.40095492511676 44.3868977532518,4.40099197592386 44.3871100915386,4.40095799362965 44.3872359296756,4.40076222327061 44.3874626307502,4.40076177866126 44.3878730552716,4.40079732547552 44.3880246100456,4.40077089588954 44.3882415562917,4.40106186992172 44.3884354632789,4.40134692193414 44.3883900337821,4.40388481755504 44.3872974545364,4.40393642714607 44.3868141740814,4.40420550264098 44.3865523307785,4.40447636616977 44.3863626673443,4.40482582568006 44.3863506086902,4.4050726308767 44.386472865166,4.40561214814444 44.3864317771969,4.4059153585012 44.3862644982662)))";33;Les Egaux;2856;Vautour percnoptere;1er mars - 30 septembre;non;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non;non;non;non;oui;oui;non;non;non;
"MULTIPOLYGON (((4.46509814667534 44.3621377035386,4.46490612780492 44.3622435289681,4.46496883639667 44.3623763369816,4.46523328631605 44.3624517872378,4.46541434594576 44.3625769446218,4.46571187090471 44.3626215799963,4.46642010918306 44.3628308337109,4.46679816867905 44.3623884192786,4.46664593383594 44.3620684905455,4.46676999537407 44.3619544557626,4.46696553438652 44.3618212440971,4.46751041893917 44.3614580719471,4.46741892819591 44.3613135146042,4.46732385091527 44.3612087624566,4.46717004539648 44.3611544899778,4.46701359652753 44.3611764542718,4.46686886805522 44.3612943425895,4.46660855256026 44.3614071448817,4.46641748510814 44.3615190238755,4.4661950436547 44.3616677648322,4.46592993704081 44.3617740030884,4.46575776209012 44.3619021948701,4.46509814667534 44.3621377035386)))";32;Autridge;2938;Faucon pelerin;1er fevrier-30 juin;non;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non;non;non;non;oui;oui;oui;oui;oui;oui
"MULTIPOLYGON (((4.43705751874495 44.385746040382,4.43639230917635 44.3863650848131,4.43670434927582 44.3867643214115,4.43737751000988 44.387566088823,4.43788809245166 44.3881002407383,4.43821844613474 44.3884676252833,4.43968257555368 44.3891003494806,4.44036872477808 44.3894437948378,4.44153376757222 44.3897089405487,4.44222463588947 44.3899263152056,4.44366253756122 44.3903007111901,4.44528064427326 44.390930868546,4.44601477998579 44.3913053608194,4.44658269204186 44.3912944311269,4.44703314818008 44.3916311970813,4.44724293165883 44.3918331380558,4.44750245617098 44.3913801969423,4.44716634745185 44.3908257401827,4.44623865820655 44.3903276521725,4.44508676346411 44.3896745567641,4.44402422990805 44.3892025193789,4.44292876770018 44.3887673518814,4.44157802454075 44.3882869187398,4.44036465609912 44.3878775688836,4.43976382175408 44.3875695425818,4.43916206776322 44.3872250769347,4.43846031360401 44.3868797412331,4.43811008800892 44.3864977089295,4.43772514065719 44.3860167604551,4.43705751874495 44.385746040382)))";36;Vallon du Tiourre;2856;Vautour percnoptere et vautour fauve;reposoir;non;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non;non;non;non;oui;;;;;
"MULTIPOLYGON (((4.4249258836125 44.3738316944846,4.42527255070625 44.3731237442004,4.42579760249488 44.3721944560594,4.4269477162515 44.3716225790138,4.42777279780837 44.3709792107155,4.4283923903359 44.3706480296393,4.42881743246034 44.3708245107659,4.42930810606885 44.3709339734506,4.42983003273098 44.3708557857415,4.43019881920478 44.3706636670302,4.43065511434815 44.3704938871646,4.43108640702561 44.3703687858854,4.43136143423514 44.3702660239293,4.43123642182354 44.3701141146807,4.43114266250456 44.3699532691601,4.4301597524223 44.3687726048743,4.42914090144515 44.3683347366474,4.42792430571974 44.3679700090971,4.42770224875692 44.3679789955769,4.42754303754883 44.3679310747328,4.4274047752419 44.3678951341731,4.42720366718023 44.3679161009837,4.42703739227519 44.3679204522364,4.42684467955968 44.3678638580724,4.4266531550126 44.3678298438575,4.42627186724522 44.3677628223691,4.42601559186844 44.3677538861878,4.42562805347739 44.3676645240568,4.42497173840135 44.367240051941,4.42448419013134 44.3672579245705,4.42398414066304 44.3674589907217,4.42330907387128 44.3676868648707,4.42309655287873 44.3679192061749,4.42296841520525 44.3679839934973,4.42289240964701 44.3680269425084,4.4227415783482 44.3680179579965,4.42263264488233 44.3680359291777,4.42250743207257 44.3680353765348,4.42247149101128 44.368023089307,4.42231366287908 44.3679996318747,4.42207613936289 44.3680085680733,4.42200738258134 44.3681314403136,4.42196675358769 44.3682677164929,4.42176985910961 44.3683481416494,4.42167297452911 44.3684062264109,4.42149483189958 44.3684486729429,4.4213291905169 44.3685335658934,4.42108541638891 44.3685760123403,4.42091977500453 44.3686530860426,4.42081820247078 44.368762552851,4.42073850708314 44.368778190957,4.42060724409864 44.3688362752959,4.42046347987441 44.3688854235412,4.42025095885561 44.3689971239329,4.42001343535451 44.3690775480923,4.41971340565204 44.3690998881426,4.41963214763483 44.3692339280773,4.41943378004744 44.3693747408183,4.41911959691152 44.3693590317874,4.41896157043735 44.3694541390284,4.41864454989681 44.3694617953552,4.41824451028147 44.3694349875424,4.41775071136753 44.3693366920179,4.41739442605343 44.369162440399,4.41701235695803 44.3690892769297,4.41686859281001 44.3695003318203,4.41677483359993 44.3698488326173,4.41674358055529 44.3700856332543,4.41683733988024 44.3702822217222,4.41676545782212 44.3705636995386,4.41682483874592 44.3707736900323,4.41687591614088 44.3710055312405,4.41705679263233 44.37113961514,4.4173279066573 44.3713276121331,4.41765971427048 44.3715849630318,4.41794529841477 44.3717658713878,4.41812108356794 44.3719589495992,4.41829258127835 44.3720570208279,4.41849837853084 44.3722838099153,4.41869560089781 44.3724278511769,4.41911577028831 44.3728354553804,4.41926154334216 44.3730254653931,4.41936015452564 44.3732767680113,4.41954451456433 44.3733932249566,4.4200975946804 44.3733227378858,4.42041915288742 44.3733012852822,4.42068068689579 44.3733043499403,4.42080073529308 44.3733196732286,4.42105369441593 44.3732982206239,4.42133237819534 44.3732859619891,4.42173111037204 44.3733227378858,4.42194119506729 44.3733870956494,4.42209554300666 44.3733932249566,4.42248570029784 44.3733319318564,4.4229101571311 44.3733717723788,4.42316740369671 44.3734882291351,4.42336891350644 44.3736261381523,4.4236067609033 44.3737715566822,4.42380990602636 44.3738095316412,4.42427785137161 44.3737671114786,4.42449222350962 44.373806951705,4.42473660774695 44.3738437272745,4.42489095568632 44.3739142137182,4.4249258836125 44.3738316944846)))";2;Rocher de Saleyron;2657;Aigle de Bonelli;15 janvier-30 juin;oui;oui;oui;oui;oui;oui;non;oui;non;non;non;non;non;non;non;non;non;non;non;oui;oui;oui;oui;oui;oui
"MULTIPOLYGON (((4.50648557879179 44.3427127359265,4.50888621713465 44.3431958800954,4.5089776578453 44.3429591508975,4.50900005788041 44.3422273679344,4.50904463198271 44.3404932602621,4.50733244252123 44.3406125623415,4.50671485483857 44.3405702824336,4.50673062423808 44.3409007331109,4.50690467613457 44.3416699050338,4.50678784300152 44.3420021720062,4.50648557879179 44.3427127359265)))";13;Cirque de la Madeleine;2938;Faucon pelerin;1er fevrier-30 juin;oui;oui;oui;oui;oui;oui;oui;oui;non;non;non;non;non;non;non;non;non;non;non;non;;;;non;
"MULTIPOLYGON (((4.51007018163691 44.3390513987858,4.51006857987838 44.3389912995641,4.50945930864509 44.3385925901628,4.50841961082177 44.3386118605776,4.5069638722684 44.338803406509,4.50697434347024 44.3394595857996,4.50722031534249 44.3403079331277,4.50731916926663 44.3406121949482,4.50733494221813 44.3409426455463,4.50744181799359 44.3414171409676,4.50962392771662 44.3415613222124,4.50964894731649 44.3405351599196,4.50974005886236 44.3397623538175,4.5097844126036 44.3393308764184,4.51007018163691 44.3390513987858)))";13;Cirque de la Madeleine;2938;Faucon pelerin;1er fevrier-30 juin;oui;oui;oui;oui;oui;oui;oui;oui;non;non;non;non;non;non;non;non;non;non;non;oui;oui;oui;oui;non;oui
"MULTIPOLYGON (((4.50977983389119 44.339070328127,4.50946428077243 44.3389494022581,4.50875280014046 44.3384481317997,4.5083765314672 44.3373148912351,4.50699084749637 44.3351524915794,4.50435525463063 44.3348251144039,4.50305764661439 44.3354221034898,4.50136230108661 44.3353430342522,4.50048894742141 44.335230014069,4.49954023966838 44.3354024188489,4.49978599989786 44.3426282497082,4.49923014299675 44.3449334364596,4.49955791160471 44.3454735944254,4.50035202407605 44.3460120454206,4.50075556457835 44.346466452427,4.50119495573338 44.3469075557261,4.50160942324825 44.3476136242269,4.50197814144723 44.3481073974227,4.50239090466334 44.3483115360221,4.50279574025594 44.3482765436185,4.50317597443987 44.3481232927307,4.5031282038399 44.3479893017177,4.50328602048136 44.3478224579534,4.50339846104325 44.3474208236267,4.5035084165971 44.347182960535,4.50379328513126 44.3469623269136,4.50418035664571 44.3469546678474,4.50459226441734 44.3471039410169,4.50515055484383 44.3472782014997,4.50728177680016 44.3462050765245,4.50921395100496 44.34390434253,4.50954178871519 44.3429128074621,4.50958662797983 44.3416363252392,4.50953264828525 44.3405929941723,4.50960688794708 44.3404376946212,4.50964598424335 44.339728057282,4.5098234928821 44.3391299191349,4.50977983389119 44.339070328127)))";17;Cirque Madeleine;2856;Vautour percnoptere;1er mars - 30 septembre;non;non;non;non;oui;oui;oui;oui;non;non;non;non;non;non;non;non;non;non;non;non;;;;non;
"MULTIPOLYGON (((4.50652382566138 44.3436740782667,4.50717195333386 44.3441061656935,4.50818647424414 44.3443669010435,4.50876992476021 44.3442660369968,4.50907991903906 44.3439012528711,4.50936548135739 44.3434767143159,4.50955590235455 44.3431955084536,4.50953340970251 44.3429226864298,4.50963493316909 44.3421619903886,4.50742442915582 44.3417607544343,4.5073475574328 44.3420185502181,4.50719337611792 44.3425177598636,4.50705664564155 44.34281461379,4.50686926329002 44.3432104883056,4.50652382566138 44.3436740782667)))";13;Cirque de la Madeleine;2938;Faucon pelerin;1er fevrier-30 juin;oui;oui;oui;oui;oui;oui;oui;oui;non;non;non;non;non;non;non;non;non;non;non;non;;;;oui;
"MULTIPOLYGON (((4.50509461497659 44.3442297943912,4.50570431388809 44.3451032314507,4.50637788286445 44.3455667282204,4.5069238441272 44.3458029816155,4.50750525107776 44.3453491171898,4.50774020567839 44.3449951899149,4.5081291525918 44.3443936560349,4.50879424215068 44.3434125761219,4.50879424215068 44.3434125761219,4.50631463781904 44.343110874728,4.50604006938485 44.3435505126894,4.50583667918593 44.3437787513572,4.50509461497659 44.3442297943912)))";13;Cirque de la Madeleine;2938;Faucon pelerin;1er fevrier-30 juin;oui;oui;oui;oui;oui;oui;oui;oui;non;non;non;non;non;non;non;non;non;non;non;non;;;;non;
"MULTIPOLYGON (((4.50774020567839 44.3449951899149,4.5081291525918 44.3443936560349,4.50717195333386 44.3441061656935,4.50604006938485 44.3435505126894,4.50583667918593 44.3437787513572,4.50509461497659 44.3442297943912,4.50452442946255 44.3443177544815,4.50434095150216 44.3450407636531,4.5043870523799 44.345700134789,4.50447925413535 44.3463594985082,4.50462908198795 44.3465902740577,4.50492170412121 44.3466570526711,4.50545216366798 44.3466497960943,4.50620954762541 44.3462486419428,4.5069238441272 44.3458029816155,4.50750525107776 44.3453491171898,4.50774020567839 44.3449951899149)))";13;Cirque de la Madeleine;2938;Faucon pelerin;1er fevrier-30 juin;oui;oui;oui;oui;oui;oui;oui;oui;non;non;non;non;non;non;non;non;non;non;non;non;;;;non;
"MULTIPOLYGON (((4.46481319509331 44.4344470354011,4.46451632645377 44.4348716297146,4.4643164145218 44.4363251534421,4.46452588962706 44.4362795068282,4.46475949415316 44.4362563384654,4.46499126195849 44.4362605532891,4.46528052724114 44.4363223695318,4.46562413212054 44.4364181173909,4.46601741309481 44.436564273982,4.46620257893545 44.4366365924638,4.46657970349132 44.4368468003945,4.46661910531078 44.436893698758,4.46665869629098 44.4369478904009,4.46674348015641 44.4369777691346,4.46685064773483 44.436987286377,4.46691567919526 44.436942645855,4.46695809059432 44.4369092501327,4.46705188816119 44.4369725693641,4.4671607428318 44.4370863939351,4.46738271446832 44.4373212818448,4.46745583243583 44.4374706019189,4.4674794910715 44.4376760287855,4.46747253545769 44.4378789450244,4.46757937205959 44.4381503857305,4.46769422256984 44.4384995842432,4.46779654447256 44.4387696258086,4.46802971705343 44.4390904541834,4.46812570153346 44.4393045480778,4.4683882863399 44.4394382656217,4.46858025083275 44.4394823427164,4.46906771167738 44.4395744672727,4.46946986667209 44.4396630309548,4.46989180313474 44.4397560256155,4.47018716443595 44.4397708707424,4.47078517265408 44.4398286390293,4.47098757525769 44.4397977598973,4.47490975651662 44.4376226202806,4.47532966835268 44.437386881939,4.47638566795288 44.4365638539016,4.47663874120749 44.4362885691268,4.47694042361961 44.4355304447344,4.47726088285507 44.4347614985626,4.4781954037897 44.4343168443942,4.47892866202147 44.4343332560121,4.47915769051217 44.4341933852263,4.47918263701423 44.4337783855107,4.47961403639406 44.4333921279819,4.47979579377527 44.433269990173,4.47977432448336 44.4331334818724,4.4789486430406 44.4328154003715,4.47770014753449 44.4327552024658,4.47597917311552 44.4324523326054,4.47531183163049 44.4324267969611,4.47464526069238 44.4324307949956,4.47381277665739 44.4325085690052,4.47337208987034 44.4322865172822,4.47303608318148 44.4317543287023,4.47337669324983 44.431071710209,4.47373745299405 44.4305617173923,4.47204118337281 44.4298543913185,4.47186272755714 44.4298101681996,4.47152203415666 44.43009925476,4.47140054149385 44.4302431452555,4.47124680656102 44.4303218039783,4.4709152104833 44.4306085784341,4.47076905976343 44.4307440424451,4.47056414501178 44.4308680240361,4.47029860362577 44.4309805771544,4.47010529400497 44.4311178152118,4.46982947237731 44.4311792057767,4.4695793220978 44.4311953670198,4.46940040539505 44.4311977531317,4.46916931184144 44.4312585455456,4.46896605401045 44.4313574402964,4.46878830172352 44.431404696122,4.46867250464365 44.4314254765979,4.46843346178785 44.431524847325,4.46817552816107 44.4315859953201,4.46809551409683 44.4316062983899,4.46809189119721 44.4318115408879,4.46815155545208 44.4320415894602,4.46820044424514 44.4322012460743,4.46832056874374 44.4323471288055,4.46838568656915 44.4324424458849,4.46812691695527 44.4324715432659,4.46786665018658 44.4324429490872,4.46746969906578 44.4323199899119,4.46737857624229 44.4322570802318,4.46717049068583 44.4321700786417,4.46722020805762 44.4323617862322,4.4675254037471 44.4327424612248,4.46769970320223 44.4329068601002,4.46785744197307 44.4331227779205,4.46793400102954 44.4333141277478,4.4679035388174 44.433519727931,4.46748190314008 44.4334804576797,4.46714111628609 44.4334529340294,4.46679254698435 44.4334703991845,4.46639924644773 44.4334884585203,4.46606790463263 44.4334800428289,4.46601422741156 44.4334807569833,4.46619433947014 44.433869512224,4.46623427802972 44.4340292888783,4.46600134225143 44.4340195634846,4.46573245531813 44.4340039034939,4.46547417536141 44.4340522250067,4.46516371131786 44.4341589506867,4.46490096557599 44.4343804629219,4.46487412653113 44.4343808197183,4.46481319509331 44.4344470354011)))";22;Echarassou rive gauche;2856;Vautour percnoptere;1er mars - 30 septembre;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;oui;oui;non;
